protocol,fold,seed,split,score_path,score_file_exists,expected_score_checksum,actual_score_checksum,score_checksum_match,row_id_digest,matched_lane_count,all_lanes_use_manifest_checksum,checkpoint_restore_pass,eval_mode_scoring_pass,baseline_source
grouped_video,2,20260626,heldout_test,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/frozen_ar_scores/future_arousal_max_delta_rows_4_10_train_q90__grouped_video__fold2__seed20260626__regression_plus_binary__heldout_test.csv.gz,True,274ae830a5c285534ed5956c431a9854,274ae830a5c285534ed5956c431a9854,True,fd0e2da0e40c08f65a4483a16618af93,7,True,True,True,newly_trained_grouped_fold_seed_ar_only_baseline
grouped_video,2,20260627,train,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/frozen_ar_scores/future_arousal_max_delta_rows_4_10_train_q90__grouped_video__fold2__seed20260627__regression_plus_binary__train.csv.gz,True,fee7225dc4aac05b70cedf8d4c0e5273,fee7225dc4aac05b70cedf8d4c0e5273,True,2707bb020eaadee9e0e8390160d3fd5b,7,True,True,True,newly_trained_grouped_fold_seed_ar_only_baseline
grouped_video,2,20260627,heldout_test,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/frozen_ar_scores/future_arousal_max_delta_rows_4_10_train_q90__grouped_video__fold2__seed20260627__regression_plus_binary__heldout_test.csv.gz,True,40d1a0b529cf92bfe66b36e71b620f75,40d1a0b529cf92bfe66b36e71b620f75,True,fd0e2da0e40c08f65a4483a16618af93,7,True,True,True,newly_trained_grouped_fold_seed_ar_only_baseline
grouped_video,2,20260628,train,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/frozen_ar_scores/future_arousal_max_delta_rows_4_10_train_q90__grouped_video__fold2__seed20260628__regression_plus_binary__train.csv.gz,True,314f920ff77b8272149f78fc6d62dfb7,314f920ff77b8272149f78fc6d62dfb7,True,2707bb020eaadee9e0e8390160d3fd5b,7,True,True,True,newly_trained_grouped_fold_seed_ar_only_baseline
grouped_video,2,20260628,heldout_test,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/frozen_ar_scores/future_arousal_max_delta_rows_4_10_train_q90__grouped_video__fold2__seed20260628__regression_plus_binary__heldout_test.csv.gz,True,9a9372a181e778bf9fe916274ae4fba1,9a9372a181e778bf9fe916274ae4fba1,True,fd0e2da0e40c08f65a4483a16618af93,7,True,True,True,newly_trained_grouped_fold_seed_ar_only_baseline
grouped_video,2,20260629,train,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/frozen_ar_scores/future_arousal_max_delta_rows_4_10_train_q90__grouped_video__fold2__seed20260629__regression_plus_binary__train.csv.gz,True,c771f224f20e90cd9a05e08af4d207a4,c771f224f20e90cd9a05e08af4d207a4,True,2707bb020eaadee9e0e8390160d3fd5b,7,True,True,True,newly_trained_grouped_fold_seed_ar_only_baseline
grouped_video,2,20260629,heldout_test,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/frozen_ar_scores/future_arousal_max_delta_rows_4_10_train_q90__grouped_video__fold2__seed20260629__regression_plus_binary__heldout_test.csv.gz,True,ae717a447b0defbf725fc29824945139,ae717a447b0defbf725fc29824945139,True,fd0e2da0e40c08f65a4483a16618af93,7,True,True,True,newly_trained_grouped_fold_seed_ar_only_baseline
grouped_video,2,20260630,train,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/frozen_ar_scores/future_arousal_max_delta_rows_4_10_train_q90__grouped_video__fold2__seed20260630__regression_plus_binary__train.csv.gz,True,03e1ac52aca7f0de8d3b3983c5b3c90c,03e1ac52aca7f0de8d3b3983c5b3c90c,True,2707bb020eaadee9e0e8390160d3fd5b,7,True,True,True,newly_trained_grouped_fold_seed_ar_only_baseline
grouped_video,2,20260630,heldout_test,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/frozen_ar_scores/future_arousal_max_delta_rows_4_10_train_q90__grouped_video__fold2__seed20260630__regression_plus_binary__heldout_test.csv.gz,True,197a71f32060d5ff5d32d20282ab0f58,197a71f32060d5ff5d32d20282ab0f58,True,fd0e2da0e40c08f65a4483a16618af93,7,True,True,True,newly_trained_grouped_fold_seed_ar_only_baseline
grouped_video,2,20260631,train,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/frozen_ar_scores/future_arousal_max_delta_rows_4_10_train_q90__grouped_video__fold2__seed20260631__regression_plus_binary__train.csv.gz,True,33a1ac518a9e7502868cc887f0016702,33a1ac518a9e7502868cc887f0016702,True,2707bb020eaadee9e0e8390160d3fd5b,7,True,True,True,newly_trained_grouped_fold_seed_ar_only_baseline
grouped_video,2,20260631,heldout_test,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/frozen_ar_scores/future_arousal_max_delta_rows_4_10_train_q90__grouped_video__fold2__seed20260631__regression_plus_binary__heldout_test.csv.gz,True,b62a196e30e0b4ce9b02cf5ccb5332ae,b62a196e30e0b4ce9b02cf5ccb5332ae,True,fd0e2da0e40c08f65a4483a16618af93,7,True,True,True,newly_trained_grouped_fold_seed_ar_only_baseline
grouped_video,2,20260632,train,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/frozen_ar_scores/future_arousal_max_delta_rows_4_10_train_q90__grouped_video__fold2__seed20260632__regression_plus_binary__train.csv.gz,True,f585c070c23c6252f920eae5dc725caf,f585c070c23c6252f920eae5dc725caf,True,2707bb020eaadee9e0e8390160d3fd5b,7,True,True,True,newly_trained_grouped_fold_seed_ar_only_baseline
grouped_video,2,20260632,heldout_test,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/frozen_ar_scores/future_arousal_max_delta_rows_4_10_train_q90__grouped_video__fold2__seed20260632__regression_plus_binary__heldout_test.csv.gz,True,604e0c7a131fc579649a8347b801347f,604e0c7a131fc579649a8347b801347f,True,fd0e2da0e40c08f65a4483a16618af93,7,True,True,True,newly_trained_grouped_fold_seed_ar_only_baseline
grouped_video,2,20260633,train,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/frozen_ar_scores/future_arousal_max_delta_rows_4_10_train_q90__grouped_video__fold2__seed20260633__regression_plus_binary__train.csv.gz,True,4fc1411e1015a39019fa16dab88bada3,4fc1411e1015a39019fa16dab88bada3,True,2707bb020eaadee9e0e8390160d3fd5b,7,True,True,True,newly_trained_grouped_fold_seed_ar_only_baseline
grouped_video,2,20260633,heldout_test,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/frozen_ar_scores/future_arousal_max_delta_rows_4_10_train_q90__grouped_video__fold2__seed20260633__regression_plus_binary__heldout_test.csv.gz,True,9670cbfabe1c84dde971feb8168d5c3a,9670cbfabe1c84dde971feb8168d5c3a,True,fd0e2da0e40c08f65a4483a16618af93,7,True,True,True,newly_trained_grouped_fold_seed_ar_only_baseline
grouped_video,2,20260634,train,outputs/again_dense_2hz_phase5_temporal_residual_grouped_compat_20260630_033520/frozen_ar_scores/future_arousal_max_delta_rows_4_10_train_q90__grouped_video__fold2__seed20260634__regression_plus_binary__train.csv.gz,True,4bf0fbe8643ead76a18e3a03d0df3b76,4bf0fbe8643ead76a18e3a03d0df3b76,True,2707bb020eaadee9e0e8390160d3fd5b,7,True,True,True,newly_trained_grouped_fold_seed_ar_only_baseline
