dataset_name,video_id,video_name,video_path,relative_video_path,extension,codec,container_format,duration_seconds,duration_source,fps,fps_source,packet_count,width,height,resolution,size_bytes,readable,ffprobe_error,ffprobe_warning,participant_id,game,session_id,drive_file_id,metadata_present,annotation_present,annotation_rows,annotation_duration_seconds,duplicate_filename_count,has_no_annotation,has_no_metadata,potential_duplicate_by_size_duration
AGAIN_cleaned,06F9F8CE-9696-23CA-25B5-000AA4A793BA_endless_56484FEA-A5A0-13DF-C4E2-D05B4A03BDAA,06F9F8CE-9696-23CA-25B5-000AA4A793BA_endless_56484FEA-A5A0-13DF-C4E2-D05B4A03BDAA.webm,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/06F9F8CE-9696-23CA-25B5-000AA4A793BA_endless_56484FEA-A5A0-13DF-C4E2-D05B4A03BDAA.webm,videos/06F9F8CE-9696-23CA-25B5-000AA4A793BA_endless_56484FEA-A5A0-13DF-C4E2-D05B4A03BDAA.webm,.webm,vp8,"matroska,webm",125.921,packet_timestamps,24.0,avg_or_r_frame_rate,3024,960,600,960x600,28758410,True,,,06F9F8CE-9696-23CA-25B5-000AA4A793BA,Endless,56484FEA-A5A0-13DF-C4E2-D05B4A03BDAA,1bUW6vhfupPcyeLZnnvSvlnJTAdYJNRn4,True,True,492,122.8098,1,False,False,False
AGAIN_cleaned,06F9F8CE-9696-23CA-25B5-000AA4A793BA_fps_A6634440-EA8A-6C4E-959E-3D5D1417E497,06F9F8CE-9696-23CA-25B5-000AA4A793BA_fps_A6634440-EA8A-6C4E-959E-3D5D1417E497.webm,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/06F9F8CE-9696-23CA-25B5-000AA4A793BA_fps_A6634440-EA8A-6C4E-959E-3D5D1417E497.webm,videos/06F9F8CE-9696-23CA-25B5-000AA4A793BA_fps_A6634440-EA8A-6C4E-959E-3D5D1417E497.webm,.webm,vp8,"matroska,webm",125.353,packet_timestamps,23.48567644970603,packet_count_over_duration,2944,960,600,960x600,39237463,True,,,06F9F8CE-9696-23CA-25B5-000AA4A793BA,Heist!,A6634440-EA8A-6C4E-959E-3D5D1417E497,1gnF6eMh8O5k73InUGVwRyel_g0FaZkAO,True,True,490,122.3045,1,False,False,False
AGAIN_cleaned,06F9F8CE-9696-23CA-25B5-000AA4A793BA_platform_37EB357A-564F-96CA-7C84-814828B14AA3,06F9F8CE-9696-23CA-25B5-000AA4A793BA_platform_37EB357A-564F-96CA-7C84-814828B14AA3.webm,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/06F9F8CE-9696-23CA-25B5-000AA4A793BA_platform_37EB357A-564F-96CA-7C84-814828B14AA3.webm,videos/06F9F8CE-9696-23CA-25B5-000AA4A793BA_platform_37EB357A-564F-96CA-7C84-814828B14AA3.webm,.webm,vp8,"matroska,webm",114.641,packet_timestamps,24.01409617850507,packet_count_over_duration,2753,960,600,960x600,37688166,True,,,06F9F8CE-9696-23CA-25B5-000AA4A793BA,Pirates!,37EB357A-564F-96CA-7C84-814828B14AA3,10riq9BirnVFty7K_NpfWdU_Bs-CwHv5l,True,True,447,111.6066,1,False,False,False
AGAIN_cleaned,06F9F8CE-9696-23CA-25B5-000AA4A793BA_solid_AF582C53-94D1-BF80-0EDE-F9DC48B90662,06F9F8CE-9696-23CA-25B5-000AA4A793BA_solid_AF582C53-94D1-BF80-0EDE-F9DC48B90662.webm,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/06F9F8CE-9696-23CA-25B5-000AA4A793BA_solid_AF582C53-94D1-BF80-0EDE-F9DC48B90662.webm,videos/06F9F8CE-9696-23CA-25B5-000AA4A793BA_solid_AF582C53-94D1-BF80-0EDE-F9DC48B90662.webm,.webm,vp8,"matroska,webm",125.906,packet_timestamps,23.716105666131874,packet_count_over_duration,2986,960,600,960x600,40899735,True,,,06F9F8CE-9696-23CA-25B5-000AA4A793BA,Solid,AF582C53-94D1-BF80-0EDE-F9DC48B90662,1dU8NbWiJYwk7L69EQyzHZqLJtKY5gohw,True,True,492,122.7536,1,False,False,False
AGAIN_cleaned,06F9F8CE-9696-23CA-25B5-000AA4A793BA_tiny_0CED4E3E-D2FC-B279-96D2-EDD9C8BB2D52,06F9F8CE-9696-23CA-25B5-000AA4A793BA_tiny_0CED4E3E-D2FC-B279-96D2-EDD9C8BB2D52.webm,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/06F9F8CE-9696-23CA-25B5-000AA4A793BA_tiny_0CED4E3E-D2FC-B279-96D2-EDD9C8BB2D52.webm,videos/06F9F8CE-9696-23CA-25B5-000AA4A793BA_tiny_0CED4E3E-D2FC-B279-96D2-EDD9C8BB2D52.webm,.webm,vp8,"matroska,webm",121.012,packet_timestamps,24.01414735728688,packet_count_over_duration,2906,960,600,960x600,39424153,True,,,06F9F8CE-9696-23CA-25B5-000AA4A793BA,TinyCars,0CED4E3E-D2FC-B279-96D2-EDD9C8BB2D52,1nrL0gRyfN4y9U070h4oHS988nBVsgqI0,True,True,472,117.9285,1,False,False,False
AGAIN_cleaned,09FCECC4-F94E-ED69-5E9B-3223B590A149_apex_7D237AD4-7717-B125-0D84-AB007DEE895B,09FCECC4-F94E-ED69-5E9B-3223B590A149_apex_7D237AD4-7717-B125-0D84-AB007DEE895B.webm,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/09FCECC4-F94E-ED69-5E9B-3223B590A149_apex_7D237AD4-7717-B125-0D84-AB007DEE895B.webm,videos/09FCECC4-F94E-ED69-5E9B-3223B590A149_apex_7D237AD4-7717-B125-0D84-AB007DEE895B.webm,.webm,vp8,"matroska,webm",125.952,packet_timestamps,20.031440548780488,packet_count_over_duration,2523,960,600,960x600,42985779,True,,,09FCECC4-F94E-ED69-5E9B-3223B590A149,ApexSpeed,7D237AD4-7717-B125-0D84-AB007DEE895B,1zPnXMPjoMJLVZ5hLFCtc_CEleYeH_M6f,True,True,492,122.8486,1,False,False,False
AGAIN_cleaned,09FCECC4-F94E-ED69-5E9B-3223B590A149_endless_99B6E345-6546-5503-281C-870EBDC7EAAF,09FCECC4-F94E-ED69-5E9B-3223B590A149_endless_99B6E345-6546-5503-281C-870EBDC7EAAF.webm,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/09FCECC4-F94E-ED69-5E9B-3223B590A149_endless_99B6E345-6546-5503-281C-870EBDC7EAAF.webm,videos/09FCECC4-F94E-ED69-5E9B-3223B590A149_endless_99B6E345-6546-5503-281C-870EBDC7EAAF.webm,.webm,vp8,"matroska,webm",125.838,packet_timestamps,24.0,avg_or_r_frame_rate,3022,960,600,960x600,27350430,True,,,09FCECC4-F94E-ED69-5E9B-3223B590A149,Endless,99B6E345-6546-5503-281C-870EBDC7EAAF,1YteM-QehxEbsIV7QelHAzfyS8bDrLiqB,True,True,492,122.8209,1,False,False,False
AGAIN_cleaned,09FCECC4-F94E-ED69-5E9B-3223B590A149_fps_87D71C6D-994A-EF14-B8BA-EF752E6DA45D,09FCECC4-F94E-ED69-5E9B-3223B590A149_fps_87D71C6D-994A-EF14-B8BA-EF752E6DA45D.webm,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/09FCECC4-F94E-ED69-5E9B-3223B590A149_fps_87D71C6D-994A-EF14-B8BA-EF752E6DA45D.webm,videos/09FCECC4-F94E-ED69-5E9B-3223B590A149_fps_87D71C6D-994A-EF14-B8BA-EF752E6DA45D.webm,.webm,vp8,"matroska,webm",125.246,packet_timestamps,23.681395014611248,packet_count_over_duration,2966,960,600,960x600,39130975,True,,,09FCECC4-F94E-ED69-5E9B-3223B590A149,Heist!,87D71C6D-994A-EF14-B8BA-EF752E6DA45D,1QQ3zPPBLAPj6SlC015cnBdm_LcupvANk,True,True,489,122.1564,1,False,False,False
AGAIN_cleaned,09FCECC4-F94E-ED69-5E9B-3223B590A149_gallery_B52B8DB1-CBBD-EBB0-8487-4AC4D628DEB9,09FCECC4-F94E-ED69-5E9B-3223B590A149_gallery_B52B8DB1-CBBD-EBB0-8487-4AC4D628DEB9.webm,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/09FCECC4-F94E-ED69-5E9B-3223B590A149_gallery_B52B8DB1-CBBD-EBB0-8487-4AC4D628DEB9.webm,videos/09FCECC4-F94E-ED69-5E9B-3223B590A149_gallery_B52B8DB1-CBBD-EBB0-8487-4AC4D628DEB9.webm,.webm,vp8,"matroska,webm",124.88,packet_timestamps,24.007046764894298,packet_count_over_duration,2998,960,600,960x600,39281295,True,,,09FCECC4-F94E-ED69-5E9B-3223B590A149,Shootout,B52B8DB1-CBBD-EBB0-8487-4AC4D628DEB9,1KxGdnPNQrI-dxZWUB-vLfPDnlg6evKCV,True,True,488,121.775,1,False,False,False
AGAIN_cleaned,09FCECC4-F94E-ED69-5E9B-3223B590A149_platform_793FFFC9-39EF-8A4A-103D-28815582AF5A,09FCECC4-F94E-ED69-5E9B-3223B590A149_platform_793FFFC9-39EF-8A4A-103D-28815582AF5A.webm,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/09FCECC4-F94E-ED69-5E9B-3223B590A149_platform_793FFFC9-39EF-8A4A-103D-28815582AF5A.webm,videos/09FCECC4-F94E-ED69-5E9B-3223B590A149_platform_793FFFC9-39EF-8A4A-103D-28815582AF5A.webm,.webm,vp8,"matroska,webm",125.916,packet_timestamps,24.01601067378252,packet_count_over_duration,3024,960,600,960x600,41748429,True,,,09FCECC4-F94E-ED69-5E9B-3223B590A149,Pirates!,793FFFC9-39EF-8A4A-103D-28815582AF5A,1SCugu47LHbUPuUN5bGSVAEHMyE4Iwy4E,True,True,492,122.9597,1,False,False,False
AGAIN_cleaned,09FCECC4-F94E-ED69-5E9B-3223B590A149_topdown_FF645359-21CB-7B2E-1264-FC8C386E6E62,09FCECC4-F94E-ED69-5E9B-3223B590A149_topdown_FF645359-21CB-7B2E-1264-FC8C386E6E62.webm,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/09FCECC4-F94E-ED69-5E9B-3223B590A149_topdown_FF645359-21CB-7B2E-1264-FC8C386E6E62.webm,videos/09FCECC4-F94E-ED69-5E9B-3223B590A149_topdown_FF645359-21CB-7B2E-1264-FC8C386E6E62.webm,.webm,vp8,"matroska,webm",126.154,packet_timestamps,23.97070247475308,packet_count_over_duration,3024,960,600,960x600,38850109,True,,,09FCECC4-F94E-ED69-5E9B-3223B590A149,TopDown,FF645359-21CB-7B2E-1264-FC8C386E6E62,1S0Ksoe0eiSOGimTgy297fKxhvKYI_SYF,True,True,493,123.0458,1,False,False,False
AGAIN_cleaned,0A221ADF-C99E-307E-7B65-92EF9DABA6C4_apex_AE9B612C-EB47-5839-6838-4FA68F926B78,0A221ADF-C99E-307E-7B65-92EF9DABA6C4_apex_AE9B612C-EB47-5839-6838-4FA68F926B78.webm,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/0A221ADF-C99E-307E-7B65-92EF9DABA6C4_apex_AE9B612C-EB47-5839-6838-4FA68F926B78.webm,videos/0A221ADF-C99E-307E-7B65-92EF9DABA6C4_apex_AE9B612C-EB47-5839-6838-4FA68F926B78.webm,.webm,vp8,"matroska,webm",125.888,packet_timestamps,20.994852567361463,packet_count_over_duration,2643,960,600,960x600,43837994,True,,,0A221ADF-C99E-307E-7B65-92EF9DABA6C4,ApexSpeed,AE9B612C-EB47-5839-6838-4FA68F926B78,1zlGekxpWZOagG6JecVwcySO7WkYOgoBR,True,True,492,122.7703,1,False,False,False
AGAIN_cleaned,0A221ADF-C99E-307E-7B65-92EF9DABA6C4_endless_0D91C906-5EB4-F769-B75E-9D6446D6612F,0A221ADF-C99E-307E-7B65-92EF9DABA6C4_endless_0D91C906-5EB4-F769-B75E-9D6446D6612F.webm,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/0A221ADF-C99E-307E-7B65-92EF9DABA6C4_endless_0D91C906-5EB4-F769-B75E-9D6446D6612F.webm,videos/0A221ADF-C99E-307E-7B65-92EF9DABA6C4_endless_0D91C906-5EB4-F769-B75E-9D6446D6612F.webm,.webm,vp8,"matroska,webm",125.919,packet_timestamps,23.976023976023978,avg_or_r_frame_rate,3024,960,600,960x600,29618023,True,,,0A221ADF-C99E-307E-7B65-92EF9DABA6C4,Endless,0D91C906-5EB4-F769-B75E-9D6446D6612F,1gGZ9dcSCb5Kz8vRfRun1HiYyGHL5VbiX,True,True,492,122.773,1,False,False,False
AGAIN_cleaned,0A221ADF-C99E-307E-7B65-92EF9DABA6C4_fps_E7437BF6-BC64-4736-EB4A-97D680116E9D,0A221ADF-C99E-307E-7B65-92EF9DABA6C4_fps_E7437BF6-BC64-4736-EB4A-97D680116E9D.webm,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/0A221ADF-C99E-307E-7B65-92EF9DABA6C4_fps_E7437BF6-BC64-4736-EB4A-97D680116E9D.webm,videos/0A221ADF-C99E-307E-7B65-92EF9DABA6C4_fps_E7437BF6-BC64-4736-EB4A-97D680116E9D.webm,.webm,vp8,"matroska,webm",125.211,packet_timestamps,23.991502344043255,packet_count_over_duration,3004,960,600,960x600,38284401,True,,,0A221ADF-C99E-307E-7B65-92EF9DABA6C4,Heist!,E7437BF6-BC64-4736-EB4A-97D680116E9D,1mcNp7-SK8QKqxao5gid6nYWUQB2sFnVO,True,True,489,122.1036,1,False,False,False
AGAIN_cleaned,0A221ADF-C99E-307E-7B65-92EF9DABA6C4_gallery_9C4666C5-BC39-B432-EBD1-9DD118A24D25,0A221ADF-C99E-307E-7B65-92EF9DABA6C4_gallery_9C4666C5-BC39-B432-EBD1-9DD118A24D25.webm,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/0A221ADF-C99E-307E-7B65-92EF9DABA6C4_gallery_9C4666C5-BC39-B432-EBD1-9DD118A24D25.webm,videos/0A221ADF-C99E-307E-7B65-92EF9DABA6C4_gallery_9C4666C5-BC39-B432-EBD1-9DD118A24D25.webm,.webm,vp8,"matroska,webm",124.937,packet_timestamps,23.972081929292365,packet_count_over_duration,2995,960,600,960x600,39142636,True,,,0A221ADF-C99E-307E-7B65-92EF9DABA6C4,Shootout,9C4666C5-BC39-B432-EBD1-9DD118A24D25,1-XLgx7zcEBuHMuLP0XmyuuUjCkCXkXcv,True,True,488,121.9608,1,False,False,False
AGAIN_cleaned,0A221ADF-C99E-307E-7B65-92EF9DABA6C4_gun_EEB4BB98-FF39-21B3-0453-E812CA2C4998,0A221ADF-C99E-307E-7B65-92EF9DABA6C4_gun_EEB4BB98-FF39-21B3-0453-E812CA2C4998.webm,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/0A221ADF-C99E-307E-7B65-92EF9DABA6C4_gun_EEB4BB98-FF39-21B3-0453-E812CA2C4998.webm,videos/0A221ADF-C99E-307E-7B65-92EF9DABA6C4_gun_EEB4BB98-FF39-21B3-0453-E812CA2C4998.webm,.webm,vp8,"matroska,webm",130.132,packet_timestamps,24.014078013094394,packet_count_over_duration,3125,960,600,960x600,41709185,True,,,0A221ADF-C99E-307E-7B65-92EF9DABA6C4,Run'N'Gun,EEB4BB98-FF39-21B3-0453-E812CA2C4998,16oxl9faz2OcfItu-eBYwEWLP81Rq3PCB,True,True,509,127.0086,1,False,False,False
AGAIN_cleaned,0A221ADF-C99E-307E-7B65-92EF9DABA6C4_platform_9623D68F-A943-A423-1F19-4A04A00F31AC,0A221ADF-C99E-307E-7B65-92EF9DABA6C4_platform_9623D68F-A943-A423-1F19-4A04A00F31AC.webm,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/0A221ADF-C99E-307E-7B65-92EF9DABA6C4_platform_9623D68F-A943-A423-1F19-4A04A00F31AC.webm,videos/0A221ADF-C99E-307E-7B65-92EF9DABA6C4_platform_9623D68F-A943-A423-1F19-4A04A00F31AC.webm,.webm,vp8,"matroska,webm",125.899,packet_timestamps,24.019253528622148,packet_count_over_duration,3024,960,600,960x600,41291041,True,,,0A221ADF-C99E-307E-7B65-92EF9DABA6C4,Pirates!,9623D68F-A943-A423-1F19-4A04A00F31AC,1pqI5EmoJ7T1-EM36AoqyxtokJ4CpT9Th,True,True,492,122.9676,1,False,False,False
AGAIN_cleaned,0A221ADF-C99E-307E-7B65-92EF9DABA6C4_solid_88462BA0-2404-DDF4-E18E-781452DB204B,0A221ADF-C99E-307E-7B65-92EF9DABA6C4_solid_88462BA0-2404-DDF4-E18E-781452DB204B.webm,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/0A221ADF-C99E-307E-7B65-92EF9DABA6C4_solid_88462BA0-2404-DDF4-E18E-781452DB204B.webm,videos/0A221ADF-C99E-307E-7B65-92EF9DABA6C4_solid_88462BA0-2404-DDF4-E18E-781452DB204B.webm,.webm,vp8,"matroska,webm",125.9,packet_timestamps,24.019062748212868,packet_count_over_duration,3024,960,600,960x600,41273444,True,,,0A221ADF-C99E-307E-7B65-92EF9DABA6C4,Solid,88462BA0-2404-DDF4-E18E-781452DB204B,1Pu0FxaeAiUburu0wlRu2j8TIjHCO4V-K,True,True,492,122.73975,1,False,False,False
