dataset_name,video_id,video_name,participant_id,game,session_id,annotation_file,schema_columns,available_labels,arousal_available,valence_available,label_level,aggregate_labels_available,rows,missing_arousal,nonfinite_arousal,min_arousal,max_arousal,mean_arousal,label_scale,label_type,min_timestamp_seconds,max_timestamp_seconds,annotation_duration_seconds,median_sample_delta_seconds,sampling_rate_hz_estimate,duplicated_timestamps,missing_timestamps,timestamp_monotonic_after_sort,metadata_present,video_exists_from_metadata
AGAIN_cleaned,06F9F8CE-9696-23CA-25B5-000AA4A793BA_endless_56484FEA-A5A0-13DF-C4E2-D05B4A03BDAA,06F9F8CE-9696-23CA-25B5-000AA4A793BA_endless_56484FEA-A5A0-13DF-C4E2-D05B4A03BDAA.webm,06F9F8CE-9696-23CA-25B5-000AA4A793BA,Endless,56484FEA-A5A0-13DF-C4E2-D05B4A03BDAA,annotations/clean_data.csv,121,arousal,True,False,participant_session,False,492,0,0,0.0,1.0,0.549345076800813,"session-normalized approximately [0,1]",continuous,0.0,122.8098,122.8098,0.25400000000000134,3.9370078740157273,7,0,True,True,True
AGAIN_cleaned,06F9F8CE-9696-23CA-25B5-000AA4A793BA_fps_A6634440-EA8A-6C4E-959E-3D5D1417E497,06F9F8CE-9696-23CA-25B5-000AA4A793BA_fps_A6634440-EA8A-6C4E-959E-3D5D1417E497.webm,06F9F8CE-9696-23CA-25B5-000AA4A793BA,Heist!,A6634440-EA8A-6C4E-959E-3D5D1417E497,annotations/clean_data.csv,121,arousal,True,False,participant_session,False,490,0,0,0.0,1.0,0.511564625822449,"session-normalized approximately [0,1]",continuous,0.0,122.3045,122.3045,0.2599999999999909,3.846153846153981,22,0,True,True,True
AGAIN_cleaned,06F9F8CE-9696-23CA-25B5-000AA4A793BA_platform_37EB357A-564F-96CA-7C84-814828B14AA3,06F9F8CE-9696-23CA-25B5-000AA4A793BA_platform_37EB357A-564F-96CA-7C84-814828B14AA3.webm,06F9F8CE-9696-23CA-25B5-000AA4A793BA,Pirates!,37EB357A-564F-96CA-7C84-814828B14AA3,annotations/clean_data.csv,121,arousal,True,False,participant_session,False,447,0,0,0.0,1.0,0.4943300160268457,"session-normalized approximately [0,1]",continuous,0.0,111.6066,111.6066,0.2560000000000002,3.9062499999999964,11,0,True,True,True
AGAIN_cleaned,06F9F8CE-9696-23CA-25B5-000AA4A793BA_solid_AF582C53-94D1-BF80-0EDE-F9DC48B90662,06F9F8CE-9696-23CA-25B5-000AA4A793BA_solid_AF582C53-94D1-BF80-0EDE-F9DC48B90662.webm,06F9F8CE-9696-23CA-25B5-000AA4A793BA,Solid,AF582C53-94D1-BF80-0EDE-F9DC48B90662,annotations/clean_data.csv,121,arousal,True,False,participant_session,False,492,0,0,0.0,1.0,0.6056128829552846,"session-normalized approximately [0,1]",continuous,0.0,122.7536,122.7536,0.2599999999999998,3.8461538461538494,19,0,True,True,True
AGAIN_cleaned,06F9F8CE-9696-23CA-25B5-000AA4A793BA_tiny_0CED4E3E-D2FC-B279-96D2-EDD9C8BB2D52,06F9F8CE-9696-23CA-25B5-000AA4A793BA_tiny_0CED4E3E-D2FC-B279-96D2-EDD9C8BB2D52.webm,06F9F8CE-9696-23CA-25B5-000AA4A793BA,TinyCars,0CED4E3E-D2FC-B279-96D2-EDD9C8BB2D52,annotations/clean_data.csv,121,arousal,True,False,participant_session,False,472,0,0,0.0,1.0,0.6650423728813559,"session-normalized approximately [0,1]",continuous,0.0,117.9285,117.9285,0.2560000000000002,3.9062499999999964,10,0,True,True,True
AGAIN_cleaned,09FCECC4-F94E-ED69-5E9B-3223B590A149_apex_7D237AD4-7717-B125-0D84-AB007DEE895B,09FCECC4-F94E-ED69-5E9B-3223B590A149_apex_7D237AD4-7717-B125-0D84-AB007DEE895B.webm,09FCECC4-F94E-ED69-5E9B-3223B590A149,ApexSpeed,7D237AD4-7717-B125-0D84-AB007DEE895B,annotations/clean_data.csv,121,arousal,True,False,participant_session,False,492,0,0,0.0,1.0,0.5132113821138211,"session-normalized approximately [0,1]",continuous,0.0,122.8486,122.8486,0.2597999999999985,3.8491147036181905,23,0,True,True,True
AGAIN_cleaned,09FCECC4-F94E-ED69-5E9B-3223B590A149_endless_99B6E345-6546-5503-281C-870EBDC7EAAF,09FCECC4-F94E-ED69-5E9B-3223B590A149_endless_99B6E345-6546-5503-281C-870EBDC7EAAF.webm,09FCECC4-F94E-ED69-5E9B-3223B590A149,Endless,99B6E345-6546-5503-281C-870EBDC7EAAF,annotations/clean_data.csv,121,arousal,True,False,participant_session,False,492,0,0,0.0,1.0,0.3744918699186992,"session-normalized approximately [0,1]",continuous,0.0,122.8209,122.8209,0.25329999999999586,3.947887879984273,6,0,True,True,True
AGAIN_cleaned,09FCECC4-F94E-ED69-5E9B-3223B590A149_fps_87D71C6D-994A-EF14-B8BA-EF752E6DA45D,09FCECC4-F94E-ED69-5E9B-3223B590A149_fps_87D71C6D-994A-EF14-B8BA-EF752E6DA45D.webm,09FCECC4-F94E-ED69-5E9B-3223B590A149,Heist!,87D71C6D-994A-EF14-B8BA-EF752E6DA45D,annotations/clean_data.csv,121,arousal,True,False,participant_session,False,489,0,0,0.0,1.0,0.6073619633312883,"session-normalized approximately [0,1]",continuous,0.0,122.1564,122.1564,0.26000000000000334,3.846153846153797,20,0,True,True,True
AGAIN_cleaned,09FCECC4-F94E-ED69-5E9B-3223B590A149_platform_793FFFC9-39EF-8A4A-103D-28815582AF5A,09FCECC4-F94E-ED69-5E9B-3223B590A149_platform_793FFFC9-39EF-8A4A-103D-28815582AF5A.webm,09FCECC4-F94E-ED69-5E9B-3223B590A149,Pirates!,793FFFC9-39EF-8A4A-103D-28815582AF5A,annotations/clean_data.csv,121,arousal,True,False,participant_session,False,492,0,0,0.0,1.0,0.5589430894308943,"session-normalized approximately [0,1]",continuous,0.0,122.9597,122.9597,0.2557999999999989,3.909304143862409,10,0,True,True,True
AGAIN_cleaned,09FCECC4-F94E-ED69-5E9B-3223B590A149_gallery_B52B8DB1-CBBD-EBB0-8487-4AC4D628DEB9,09FCECC4-F94E-ED69-5E9B-3223B590A149_gallery_B52B8DB1-CBBD-EBB0-8487-4AC4D628DEB9.webm,09FCECC4-F94E-ED69-5E9B-3223B590A149,Shootout,B52B8DB1-CBBD-EBB0-8487-4AC4D628DEB9,annotations/clean_data.csv,121,arousal,True,False,participant_session,False,488,0,0,0.0,1.0,0.5476434426229508,"session-normalized approximately [0,1]",continuous,0.0,121.775,121.775,0.257000000000005,3.891050583657512,15,0,True,True,True
AGAIN_cleaned,09FCECC4-F94E-ED69-5E9B-3223B590A149_topdown_FF645359-21CB-7B2E-1264-FC8C386E6E62,09FCECC4-F94E-ED69-5E9B-3223B590A149_topdown_FF645359-21CB-7B2E-1264-FC8C386E6E62.webm,09FCECC4-F94E-ED69-5E9B-3223B590A149,TopDown,FF645359-21CB-7B2E-1264-FC8C386E6E62,annotations/clean_data.csv,121,arousal,True,False,participant_session,False,493,0,0,0.0,1.0,0.4726166328600406,"session-normalized approximately [0,1]",continuous,0.0,123.0458,123.0458,0.25955000000000084,3.852822192255815,22,0,True,True,True
AGAIN_cleaned,0A221ADF-C99E-307E-7B65-92EF9DABA6C4_apex_AE9B612C-EB47-5839-6838-4FA68F926B78,0A221ADF-C99E-307E-7B65-92EF9DABA6C4_apex_AE9B612C-EB47-5839-6838-4FA68F926B78.webm,0A221ADF-C99E-307E-7B65-92EF9DABA6C4,ApexSpeed,AE9B612C-EB47-5839-6838-4FA68F926B78,annotations/clean_data.csv,121,arousal,True,False,participant_session,False,492,0,0,0.0,1.0,0.4594625113211382,"session-normalized approximately [0,1]",continuous,0.0,122.7703,122.7703,0.25899999999998613,3.861003861004068,21,0,True,True,True
AGAIN_cleaned,0A221ADF-C99E-307E-7B65-92EF9DABA6C4_endless_0D91C906-5EB4-F769-B75E-9D6446D6612F,0A221ADF-C99E-307E-7B65-92EF9DABA6C4_endless_0D91C906-5EB4-F769-B75E-9D6446D6612F.webm,0A221ADF-C99E-307E-7B65-92EF9DABA6C4,Endless,0D91C906-5EB4-F769-B75E-9D6446D6612F,annotations/clean_data.csv,121,arousal,True,False,participant_session,False,492,0,0,0.0,1.0,0.2969657374939024,"session-normalized approximately [0,1]",continuous,0.0,122.773,122.773,0.2530000000000001,3.9525691699604724,6,0,True,True,True
AGAIN_cleaned,0A221ADF-C99E-307E-7B65-92EF9DABA6C4_fps_E7437BF6-BC64-4736-EB4A-97D680116E9D,0A221ADF-C99E-307E-7B65-92EF9DABA6C4_fps_E7437BF6-BC64-4736-EB4A-97D680116E9D.webm,0A221ADF-C99E-307E-7B65-92EF9DABA6C4,Heist!,E7437BF6-BC64-4736-EB4A-97D680116E9D,annotations/clean_data.csv,121,arousal,True,False,participant_session,False,489,0,0,0.0,1.0,0.3899054561901841,"session-normalized approximately [0,1]",continuous,0.0,122.1036,122.1036,0.25825000000000387,3.872216844143214,17,0,True,True,True
AGAIN_cleaned,0A221ADF-C99E-307E-7B65-92EF9DABA6C4_platform_9623D68F-A943-A423-1F19-4A04A00F31AC,0A221ADF-C99E-307E-7B65-92EF9DABA6C4_platform_9623D68F-A943-A423-1F19-4A04A00F31AC.webm,0A221ADF-C99E-307E-7B65-92EF9DABA6C4,Pirates!,9623D68F-A943-A423-1F19-4A04A00F31AC,annotations/clean_data.csv,121,arousal,True,False,participant_session,False,492,0,0,0.0,1.0,0.40114560241463415,"session-normalized approximately [0,1]",continuous,0.0,122.9676,122.9676,0.25499999999999545,3.9215686274510504,8,0,True,True,True
AGAIN_cleaned,0A221ADF-C99E-307E-7B65-92EF9DABA6C4_gun_EEB4BB98-FF39-21B3-0453-E812CA2C4998,0A221ADF-C99E-307E-7B65-92EF9DABA6C4_gun_EEB4BB98-FF39-21B3-0453-E812CA2C4998.webm,0A221ADF-C99E-307E-7B65-92EF9DABA6C4,Run'N'Gun,EEB4BB98-FF39-21B3-0453-E812CA2C4998,annotations/clean_data.csv,121,arousal,True,False,participant_session,False,509,0,0,0.0,1.0,0.2725719654047151,"session-normalized approximately [0,1]",continuous,0.0,127.0086,127.0086,0.25799999999999557,3.8759689922481284,29,0,True,True,True
AGAIN_cleaned,0A221ADF-C99E-307E-7B65-92EF9DABA6C4_gallery_9C4666C5-BC39-B432-EBD1-9DD118A24D25,0A221ADF-C99E-307E-7B65-92EF9DABA6C4_gallery_9C4666C5-BC39-B432-EBD1-9DD118A24D25.webm,0A221ADF-C99E-307E-7B65-92EF9DABA6C4,Shootout,9C4666C5-BC39-B432-EBD1-9DD118A24D25,annotations/clean_data.csv,121,arousal,True,False,participant_session,False,488,0,0,0.0,1.0,0.4587841529795082,"session-normalized approximately [0,1]",continuous,0.0,121.9608,121.9608,0.2583000000000055,3.8714672861013497,16,0,True,True,True
AGAIN_cleaned,0A221ADF-C99E-307E-7B65-92EF9DABA6C4_solid_88462BA0-2404-DDF4-E18E-781452DB204B,0A221ADF-C99E-307E-7B65-92EF9DABA6C4_solid_88462BA0-2404-DDF4-E18E-781452DB204B.webm,0A221ADF-C99E-307E-7B65-92EF9DABA6C4,Solid,88462BA0-2404-DDF4-E18E-781452DB204B,annotations/clean_data.csv,121,arousal,True,False,participant_session,False,492,0,0,0.0,1.0,0.40278745650000003,"session-normalized approximately [0,1]",continuous,0.12465,122.8644,122.73975,0.25719999999999743,3.8880248833592925,16,0,True,True,True
AGAIN_cleaned,0A221ADF-C99E-307E-7B65-92EF9DABA6C4_tiny_4D1E5D68-662F-99E8-4CC7-8027C64BD657,0A221ADF-C99E-307E-7B65-92EF9DABA6C4_tiny_4D1E5D68-662F-99E8-4CC7-8027C64BD657.webm,0A221ADF-C99E-307E-7B65-92EF9DABA6C4,TinyCars,4D1E5D68-662F-99E8-4CC7-8027C64BD657,annotations/clean_data.csv,121,arousal,True,False,participant_session,False,492,0,0,0.0,1.0,0.17985887401016262,"session-normalized approximately [0,1]",continuous,0.0,122.8731,122.8731,0.25479999999999947,3.924646781789647,9,0,True,True,True
AGAIN_cleaned,0A221ADF-C99E-307E-7B65-92EF9DABA6C4_topdown_BE2EB7CB-E570-BB1C-D26A-98B815375148,0A221ADF-C99E-307E-7B65-92EF9DABA6C4_topdown_BE2EB7CB-E570-BB1C-D26A-98B815375148.webm,0A221ADF-C99E-307E-7B65-92EF9DABA6C4,TopDown,BE2EB7CB-E570-BB1C-D26A-98B815375148,annotations/clean_data.csv,121,arousal,True,False,participant_session,False,492,0,0,0.0,1.0,0.3438546150406504,"session-normalized approximately [0,1]",continuous,0.12445,122.8967,122.77225,0.25799999999999557,3.8759689922481284,20,0,True,True,True
AGAIN_cleaned,0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308_apex_312891BA-FB2F-3F38-E12C-B675CFD5C404,0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308_apex_312891BA-FB2F-3F38-E12C-B675CFD5C404.webm,0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308,ApexSpeed,312891BA-FB2F-3F38-E12C-B675CFD5C404,annotations/clean_data.csv,121,arousal,True,False,participant_session,False,492,0,0,0.0,1.0,0.3830376939837398,"session-normalized approximately [0,1]",continuous,0.0,122.8773,122.8773,0.2617999999999938,3.8197097020627333,28,0,True,True,True
AGAIN_cleaned,0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308_endless_AE8D6E77-D721-8703-9AC6-49C6382E75D8,0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308_endless_AE8D6E77-D721-8703-9AC6-49C6382E75D8.webm,0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308,Endless,AE8D6E77-D721-8703-9AC6-49C6382E75D8,annotations/clean_data.csv,121,arousal,True,False,participant_session,False,492,0,0,0.0,1.0,0.30783398320528454,"session-normalized approximately [0,1]",continuous,0.0,122.7994,122.7994,0.2535000000000025,3.9447731755423674,7,0,True,True,True
AGAIN_cleaned,0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308_fps_BE269394-C46C-F769-85CF-84595C7EAB60,0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308_fps_BE269394-C46C-F769-85CF-84595C7EAB60.webm,0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308,Heist!,BE269394-C46C-F769-85CF-84595C7EAB60,annotations/clean_data.csv,121,arousal,True,False,participant_session,False,490,0,0,0.0,1.0,0.31751700683265305,"session-normalized approximately [0,1]",continuous,0.0,122.3294,122.3294,0.25900000000000034,3.861003861003856,20,0,True,True,True
AGAIN_cleaned,0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308_platform_50842263-BF62-84F7-ECBE-B8A3FDEF5472,0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308_platform_50842263-BF62-84F7-ECBE-B8A3FDEF5472.webm,0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308,Pirates!,50842263-BF62-84F7-ECBE-B8A3FDEF5472,annotations/clean_data.csv,121,arousal,True,False,participant_session,False,492,0,0,0.0,1.0,0.3486122792154472,"session-normalized approximately [0,1]",continuous,0.0,122.8685,122.8685,0.2560000000000002,3.9062499999999964,12,0,True,True,True
AGAIN_cleaned,0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308_gun_9CA5CC72-1273-450C-5579-A7773DC8B0D2,0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308_gun_9CA5CC72-1273-450C-5579-A7773DC8B0D2.webm,0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308,Run'N'Gun,9CA5CC72-1273-450C-5579-A7773DC8B0D2,annotations/clean_data.csv,121,arousal,True,False,participant_session,False,497,0,0,0.0,1.0,0.18824636143863177,"session-normalized approximately [0,1]",continuous,0.0,124.0594,124.0594,0.257950000000001,3.876720294630727,20,0,True,True,True
AGAIN_cleaned,0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308_gallery_904B53AC-1B38-3993-2F83-CA046467CB0F,0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308_gallery_904B53AC-1B38-3993-2F83-CA046467CB0F.webm,0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308,Shootout,904B53AC-1B38-3993-2F83-CA046467CB0F,annotations/clean_data.csv,121,arousal,True,False,participant_session,False,488,0,0,0.0,1.0,0.32666960362499997,"session-normalized approximately [0,1]",continuous,0.0,121.763,121.763,0.2586000000000004,3.8669760247486407,17,0,True,True,True
AGAIN_cleaned,0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308_solid_0DC45818-977E-9063-C15B-1400E3A8242E,0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308_solid_0DC45818-977E-9063-C15B-1400E3A8242E.webm,0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308,Solid,0DC45818-977E-9063-C15B-1400E3A8242E,annotations/clean_data.csv,121,arousal,True,False,participant_session,False,492,0,0,0.0,1.0,0.33700588732317077,"session-normalized approximately [0,1]",continuous,0.0,122.8444,122.8444,0.2589000000000041,3.8624951718809735,18,0,True,True,True
AGAIN_cleaned,0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308_tiny_A6B59D36-92BD-3FB4-8CEB-EB0676F487CC,0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308_tiny_A6B59D36-92BD-3FB4-8CEB-EB0676F487CC.webm,0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308,TinyCars,A6B59D36-92BD-3FB4-8CEB-EB0676F487CC,annotations/clean_data.csv,121,arousal,True,False,participant_session,False,492,0,0,0.0,1.0,0.20866088827845528,"session-normalized approximately [0,1]",continuous,0.0,122.8487,122.8487,0.25560000000000027,3.9123630672926404,11,0,True,True,True
AGAIN_cleaned,0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308_topdown_A6A44F57-D5D1-4F7C-3BFB-411924ED2594,0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308_topdown_A6A44F57-D5D1-4F7C-3BFB-411924ED2594.webm,0A76B59A-F1FF-F3F5-A3CA-2386FA8EF308,TopDown,A6A44F57-D5D1-4F7C-3BFB-411924ED2594,annotations/clean_data.csv,121,arousal,True,False,participant_session,False,494,0,0,0.0,1.0,0.2192727827206478,"session-normalized approximately [0,1]",continuous,0.0,123.3275,123.3275,0.2609999999999957,3.831417624521136,25,0,True,True,True
AGAIN_cleaned,0AD33010-1AC1-E9FB-2FD4-313E3DF4692D_apex_DA4B62F8-F277-FE49-41E0-387ADA5F2EB3,0AD33010-1AC1-E9FB-2FD4-313E3DF4692D_apex_DA4B62F8-F277-FE49-41E0-387ADA5F2EB3.webm,0AD33010-1AC1-E9FB-2FD4-313E3DF4692D,ApexSpeed,DA4B62F8-F277-FE49-41E0-387ADA5F2EB3,annotations/clean_data.csv,121,arousal,True,False,participant_session,False,491,0,0,0.0,1.0,0.7474541752688392,"session-normalized approximately [0,1]",continuous,0.0,122.7486,122.7486,0.2576500000000054,3.8812342324858498,17,0,True,True,True
AGAIN_cleaned,0AD33010-1AC1-E9FB-2FD4-313E3DF4692D_fps_3E97650C-CB1A-C10C-D3F2-B5CC96B4BCB7,0AD33010-1AC1-E9FB-2FD4-313E3DF4692D_fps_3E97650C-CB1A-C10C-D3F2-B5CC96B4BCB7.webm,0AD33010-1AC1-E9FB-2FD4-313E3DF4692D,Heist!,3E97650C-CB1A-C10C-D3F2-B5CC96B4BCB7,annotations/clean_data.csv,121,arousal,True,False,participant_session,False,490,0,0,0.0,1.0,0.37551020421836734,"session-normalized approximately [0,1]",continuous,0.0,122.2864,122.2864,0.2570999999999941,3.8895371450798244,17,0,True,True,True
AGAIN_cleaned,0AD33010-1AC1-E9FB-2FD4-313E3DF4692D_platform_94450E5D-9636-9B61-786C-B324E32CFA80,0AD33010-1AC1-E9FB-2FD4-313E3DF4692D_platform_94450E5D-9636-9B61-786C-B324E32CFA80.webm,0AD33010-1AC1-E9FB-2FD4-313E3DF4692D,Pirates!,94450E5D-9636-9B61-786C-B324E32CFA80,annotations/clean_data.csv,121,arousal,True,False,participant_session,False,492,0,0,0.0,1.0,0.46224202619308946,"session-normalized approximately [0,1]",continuous,0.0,122.8492,122.8492,0.25459999999999994,3.927729772191674,8,0,True,True,True
AGAIN_cleaned,0AD33010-1AC1-E9FB-2FD4-313E3DF4692D_gun_CF14A5AC-4928-B000-B446-E55DC4C14063,0AD33010-1AC1-E9FB-2FD4-313E3DF4692D_gun_CF14A5AC-4928-B000-B446-E55DC4C14063.webm,0AD33010-1AC1-E9FB-2FD4-313E3DF4692D,Run'N'Gun,CF14A5AC-4928-B000-B446-E55DC4C14063,annotations/clean_data.csv,121,arousal,True,False,participant_session,False,503,0,0,0.0,1.0,0.31916195144334,"session-normalized approximately [0,1]",continuous,0.0,125.6069,125.6069,0.2571000000000012,3.889537145079717,22,0,True,True,True
