dataset_name,video_id,video_path,original_video_time_seconds,aligned_time_seconds,annotation_time_seconds,arousal,alignment_policy,alignment_offset_seconds,dropped_by_alignment,target_feasible_future_spike_1_3s,target_feasible_future_change_p3s
AGAIN_cleaned,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480.webm,10.0063,10.0063,10.0063,0.765957447,drop_last_3s_video_keep_annotation_start,0.0,False,True,True
AGAIN_cleaned,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480.webm,11.0516,11.0516,11.0516,0.787234043,drop_last_3s_video_keep_annotation_start,0.0,False,True,True
AGAIN_cleaned,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480.webm,12.0823,12.0823,12.0823,0.765957447,drop_last_3s_video_keep_annotation_start,0.0,False,True,True
AGAIN_cleaned,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480.webm,13.1235,13.1235,13.1235,0.765957447,drop_last_3s_video_keep_annotation_start,0.0,False,True,True
AGAIN_cleaned,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480.webm,13.9385,13.9385,13.9385,0.765957447,drop_last_3s_video_keep_annotation_start,0.0,False,True,True
AGAIN_cleaned,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480.webm,14.9658,14.9658,14.9658,0.765957447,drop_last_3s_video_keep_annotation_start,0.0,False,True,True
AGAIN_cleaned,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480.webm,16.0425,16.0425,16.0425,0.808510638,drop_last_3s_video_keep_annotation_start,0.0,False,True,True
AGAIN_cleaned,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480.webm,17.1331,17.1331,17.1331,0.85106383,drop_last_3s_video_keep_annotation_start,0.0,False,True,True
AGAIN_cleaned,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480.webm,17.9563,17.9563,17.9563,0.904255319,drop_last_3s_video_keep_annotation_start,0.0,False,True,True
AGAIN_cleaned,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480.webm,18.9971,18.9971,18.9971,0.957446809,drop_last_3s_video_keep_annotation_start,0.0,False,True,True
AGAIN_cleaned,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480.webm,20.0265,20.0265,20.0265,0.957446809,drop_last_3s_video_keep_annotation_start,0.0,False,True,True
AGAIN_cleaned,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480.webm,21.0569,21.0569,21.0569,0.936170213,drop_last_3s_video_keep_annotation_start,0.0,False,True,True
AGAIN_cleaned,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480.webm,22.0801,22.0801,22.0801,0.936170213,drop_last_3s_video_keep_annotation_start,0.0,False,True,True
AGAIN_cleaned,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480.webm,23.0906,23.0906,23.0906,0.914893617,drop_last_3s_video_keep_annotation_start,0.0,False,True,True
AGAIN_cleaned,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480.webm,24.1132,24.1132,24.1132,0.936170213,drop_last_3s_video_keep_annotation_start,0.0,False,True,True
AGAIN_cleaned,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480.webm,24.8868,24.8868,24.8868,0.936170213,drop_last_3s_video_keep_annotation_start,0.0,False,True,True
AGAIN_cleaned,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480.webm,25.9324,25.9324,25.9324,0.936170213,drop_last_3s_video_keep_annotation_start,0.0,False,True,True
AGAIN_cleaned,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480.webm,26.9609,26.9609,26.9609,0.957446809,drop_last_3s_video_keep_annotation_start,0.0,False,True,True
AGAIN_cleaned,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480.webm,28.0237,28.0237,28.0237,0.957446809,drop_last_3s_video_keep_annotation_start,0.0,False,True,True
AGAIN_cleaned,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480.webm,29.0541,29.0541,29.0541,0.936170213,drop_last_3s_video_keep_annotation_start,0.0,False,True,True
AGAIN_cleaned,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480.webm,30.0826,30.0826,30.0826,0.914893617,drop_last_3s_video_keep_annotation_start,0.0,False,True,True
AGAIN_cleaned,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480.webm,31.1066,31.1066,31.1066,0.957446809,drop_last_3s_video_keep_annotation_start,0.0,False,True,True
AGAIN_cleaned,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480.webm,32.118,32.118,32.118,1.0,drop_last_3s_video_keep_annotation_start,0.0,False,True,True
AGAIN_cleaned,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480.webm,32.8872,32.8872,32.8872,0.936170213,drop_last_3s_video_keep_annotation_start,0.0,False,True,True
AGAIN_cleaned,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480.webm,33.909,33.909,33.909,0.936170213,drop_last_3s_video_keep_annotation_start,0.0,False,True,True
AGAIN_cleaned,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480.webm,34.9255,34.9255,34.9255,0.914893617,drop_last_3s_video_keep_annotation_start,0.0,False,True,True
AGAIN_cleaned,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480.webm,35.9619,35.9619,35.9619,0.765957447,drop_last_3s_video_keep_annotation_start,0.0,False,True,True
AGAIN_cleaned,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480.webm,36.9896,36.9896,36.9896,0.691489362,drop_last_3s_video_keep_annotation_start,0.0,False,True,True
AGAIN_cleaned,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480.webm,38.0089,38.0089,38.0089,0.70212766,drop_last_3s_video_keep_annotation_start,0.0,False,True,True
AGAIN_cleaned,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480.webm,39.0509,39.0509,39.0509,0.70212766,drop_last_3s_video_keep_annotation_start,0.0,False,True,True
AGAIN_cleaned,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480.webm,40.0974,40.0974,40.0974,0.723404255,drop_last_3s_video_keep_annotation_start,0.0,False,True,True
AGAIN_cleaned,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480.webm,41.1339,41.1339,41.1339,0.723404255,drop_last_3s_video_keep_annotation_start,0.0,False,True,True
AGAIN_cleaned,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480.webm,41.9095,41.9095,41.9095,0.744680851,drop_last_3s_video_keep_annotation_start,0.0,False,True,True
AGAIN_cleaned,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480.webm,42.983,42.983,42.983,0.776595745,drop_last_3s_video_keep_annotation_start,0.0,False,True,True
AGAIN_cleaned,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480.webm,44.0631,44.0631,44.0631,0.776595745,drop_last_3s_video_keep_annotation_start,0.0,False,True,True
AGAIN_cleaned,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480.webm,45.0862,45.0862,45.0862,0.808510638,drop_last_3s_video_keep_annotation_start,0.0,False,True,True
AGAIN_cleaned,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480.webm,45.8907,45.8907,45.8907,0.808510638,drop_last_3s_video_keep_annotation_start,0.0,False,True,True
AGAIN_cleaned,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480.webm,46.9389,46.9389,46.9389,0.808510638,drop_last_3s_video_keep_annotation_start,0.0,False,True,True
AGAIN_cleaned,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480.webm,48.0089,48.0089,48.0089,0.882978723,drop_last_3s_video_keep_annotation_start,0.0,False,True,True
AGAIN_cleaned,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480.webm,49.052,49.052,49.052,0.882978723,drop_last_3s_video_keep_annotation_start,0.0,False,True,True
AGAIN_cleaned,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480.webm,50.0811,50.0811,50.0811,0.882978723,drop_last_3s_video_keep_annotation_start,0.0,False,True,True
AGAIN_cleaned,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480.webm,51.1096,51.1096,51.1096,0.882978723,drop_last_3s_video_keep_annotation_start,0.0,False,True,True
AGAIN_cleaned,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480.webm,51.888,51.888,51.888,0.872340426,drop_last_3s_video_keep_annotation_start,0.0,False,True,True
AGAIN_cleaned,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480.webm,52.9157,52.9157,52.9157,0.829787234,drop_last_3s_video_keep_annotation_start,0.0,False,True,True
AGAIN_cleaned,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480.webm,53.9549,53.9549,53.9549,0.829787234,drop_last_3s_video_keep_annotation_start,0.0,False,True,True
AGAIN_cleaned,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480.webm,54.9919,54.9919,54.9919,0.829787234,drop_last_3s_video_keep_annotation_start,0.0,False,True,True
AGAIN_cleaned,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480.webm,56.0245,56.0245,56.0245,0.85106383,drop_last_3s_video_keep_annotation_start,0.0,False,True,True
AGAIN_cleaned,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480.webm,57.0577,57.0577,57.0577,0.85106383,drop_last_3s_video_keep_annotation_start,0.0,False,True,True
AGAIN_cleaned,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480.webm,58.0809,58.0809,58.0809,0.872340426,drop_last_3s_video_keep_annotation_start,0.0,False,True,True
AGAIN_cleaned,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480.webm,58.8873,58.8873,58.8873,0.872340426,drop_last_3s_video_keep_annotation_start,0.0,False,True,True
AGAIN_cleaned,018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480,$NEURAL_BRIDGE_EXTERNAL_ROOT/data/external/AGAIN/cleaned/videos/018B0D8D-B5EC-09D6-90ED-550058EBFEAF_apex_66C975E5-1923-3B80-D878-B22DD8D38480.webm,59.9376,59.9376,59.9376,0.893617021,drop_last_3s_video_keep_annotation_start,0.0,False,True,True
